sentence,label,alpha,id,word_count
every journey super comfortable spacious winger,3,a,621,6
call many time service wait last hour ask service today take car home told take back ramp empty around ramp,3,a,622,20
sorry face would like help please share contact number vehicle model via soon contact help improve motor experience,3,a,623,18
thank reach global test safety feature yet test happy share rating,3,a,624,11
steer wheel grease,4,a,625,3
lose vehicle key,2,a,626,3
vishnu thank bring notice definitely look take necessary action need assistance feel free connect would happy help,3,a,628,17
plan launch sunroof version powerful engine really wait forward book,3,a,629,10
control inside feel like push button new fully automatic temperature con,3,a,630,11
thank wish,3,a,631,2
pathetic quality vehicle make within year zest auto lock head light battery dead keep quality make,3,a,632,16
want commit suicide,3,a,633,3
tire bad,4,a,634,2
car unused year advice get run,2,a,635,6
team look matter,3,a,636,3
need help figure wrong car,4,a,637,5
center lock system work service center told deal,3,a,638,8
pleased know friend interested purchasing please share friend contact detail via team take forward,3,a,639,14
wait container assemble business ready day one ace fit container provide well stability narrow lane absolute ease,3,a,640,17
thanks complaint resolve,3,a,642,3
sorry face would like help please share contact number car chassis number via relevant team assist soon,3,a,643,17
call number,2,a,645,2
water ingres fox,4,a,647,3
way king short,3,a,648,3
completely understand frustration would like really help please share vehicle detail contact information car chassis number dealer detail via help relevant team get touch address concern,3,a,650,26
engage first time mile,4,a,651,4
fake real get call lady told select direct requirement pay payed money get offer letter real lady name contact number fake take action lady,3,a,652,24
cost efficient way get lincoln key fob duplicate,4,a,653,8
vehicle number want vehicle back attitude behavior dealer type dealer destroy ing image motor suffer much dealer please,3,a,654,18
yukon tick noise,4,a,656,3
happens crash test drive,1,a,657,4
thank write automatic variant introduce part product life cycle announce appropriate time please stay tune website social medium handle update,3,a,660,20
would really like look concern raise please share contact detail amp dealer information via connect help,3,a,663,16
would really like know wrong please elaborate concern also share contact information dealer detail via well assist concern,3,a,664,18
one insurance policy two person auto agency customer proper response yet please attachment customer policy number,3,a,666,16
want buy call local dealer test drive response side say yes never come place test drive seem like interested sale may reason decline sale,3,a,667,24
surely help please share referral contact detail vehicle model amp dealer information via team connect quicker assistance,3,a,668,17
apathy continue four night sleep seclude place way treat learn generation,3,a,669,11
family vehicle,0,a,670,2
vehicle mat get service motor goa contact hope issue resolve early,3,a,671,11
mob purchase tipper recently solve pickup warranty period helpless amp fin pressure help,3,a,672,13
detail hum,3,a,673,2
sell year old come month never ever vehicle poor customer medium handler motor mindless people reply irrelevant,3,a,674,17
try figure get first car,0,a,675,5
look matter,3,a,676,2
sorry satisfied service brand,3,a,677,4
per update receive team understand contact regard concern inform vehicle deliver august,3,a,679,12
regret inconvenience cause kindly location amp contact detail forward concern relevant team,3,a,680,12
sign clutch damage specifically rid,4,a,681,5
understand grievance offer receive genuine job offer ask money stage recruitment please refrain pay money demand exchange employment also refer,3,a,682,20
without request detail would unable help please share contact detail via relevant team assist soon,3,a,683,15
dishearten hear would like help kindly share contact detail car chassis number dealer information via help get touch address concern,3,a,684,20
small fun car drive,0,a,685,4
get cheap wheel,4,a,686,3
disappointed hear would like help kindly provide contact information car chassis number dealer detail via help relevant team contact assistance,3,a,687,20
look mid full size sedan detail post,0,a,688,7
add lead light tesla model,4,a,689,5
disappointed know experience please share contact information via team connect quicker assistance,3,a,690,12
assure safe drive even spare wheel tyre let know require assistance would happy help,3,a,692,14
case damage face car buy pay minimal repair cost,1,a,693,9
mob dealer name national chassis mat please update,3,a,694,8
chain belt,4,a,695,2
sincerely apologize inconvenience cause kindly share contact detail car chassis number dealer information via help get touch address concern,3,a,696,19
good use car le,4,a,697,4
receive detail via share team rest assure connect soon assist,3,a,698,10
give minister road transport amp highway india shipping ministry small medium enterprise glimpse safe transport solution range displayed,3,a,699,18
bad service,3,a,700,2
would really like know wrong please share feedback via definitely take forward relevant team,3,a,701,14
sad think still long way meet basic customer standard,3,a,702,9
sac thank interest stay tune website amp social medium handle information,3,a,703,11
brake pad question,4,a,704,3
car make weird guess could possibly pontiac vibe,4,a,705,8
thanks beautiful budget friendly car make,3,a,708,6
freely explore nature wilderness exactly brotherhood enjoy day drive,3,a,710,9
thank write hope concern get resolve soon get back need assistance amp glad help,3,a,711,14
would really like know wrong please elaborate concern also share contact information vehicle chassis number dealer detail via assist,3,a,712,19
explore career opportunity kindly submit resume,3,a,714,6
told issue concerned team say laptop told resolve issue tomorrow,3,a,715,10
meaning warn indication warn light switch car sometime warn indication car service month back happen please help,3,a,719,17
kindly let urgently get amazon voucher get much delayed nobody give proper information referral program slow already mail invoice since one month ago,3,a,720,23
want appointment top brass,3,a,722,4
option future exist customer convert manual transmission automatic one revert await,3,a,724,11
feel cheat motor car bad smell come blower leaf wind front glass happen give car door replacement motor check issue ask pay,3,a,725,22
chevy sonic slow unpleasant idle,2,a,726,5
sincerely apologize inconvenience cause however without request detail would unable forward concern relevant team assistance,3,a,727,15
would able send right hand supplant battery,2,a,729,7
john anything specific assist please explain query detail via would glad help,3,a,730,12
per update receive team trust contact pertain concern inform vehicle repair workshop also commit delivery august,3,a,731,16
buying first car something roomy,0,a,732,5
range bus come excellent cool system duct individual louvre ensure maximum cool matter weather outside temperature inside bus always cool relax,3,a,733,21
help tire pressure drop reason,4,a,734,5
concerned know experience want help kindly share contact number car chassis number dealer detail via help connect assistance,3,a,735,18
le year old door lock issue await spare part last day also car information system display malfunction issue workshop wait spare fix issue vehicle workshop,3,a,736,25
read entire thread,3,a,737,3
transmission fluid,4,a,738,2
without request detail would unable forward concern relevant team assistance please share contact information vehicle chassis number dealer detail via relevant team assist soon,3,a,739,24
definitely want customer experience request share contact information car chassis number dealer detail via quickly assist,3,a,740,16
receive detail via respond kindly check amp acknowledge,3,a,741,8
contact number,3,a,742,2
brotherhood depart day drive halt monastery test desert drive skill valley,3,a,743,11
second owner bought recommendation unhappy one month get registration number gold motor new delhi help god recommend car pathetic dealer,3,a,744,20
much chaos water leak issue face finally team handle case extraordinary effort side found source issue team work well,3,a,746,19
sadden know experience please contact detail car chassis number dealer detail team connect quicker assistance,3,a,747,15
call tamil kannada,3,a,748,3
motor service service help,3,a,749,4
thank share detail however would also need contact number relevant team get touch early,3,a,750,14
vehicle fuel finish would able support,2,a,751,6
would really like help kindly share contact detail car chassis number dealer detail via team able assist well,3,a,752,18
bought motor issue say issue fix issue reappears afraid take car long drive able believe machine lose trust car,3,a,753,19
without know concern able assist request elaborate share vehicle model car chassis number dealer detail via would glad help,3,a,754,19
hey bought truck wonder whats best spray roll bed liner step take put thank,4,a,755,14
deliver month july built may july suppose get rear vent instead air vent look upgrade,3,a,756,15
sort issue reason purchase car mileage feel like robed,3,a,757,9
another luxury chevrolet run much longer issue fact succeed passenger car segment,3,a,758,12
motor tweet,3,a,759,2
thanks get call dealer assure solution day thank much,3,a,760,9
steer rack knock safe drive,4,a,761,5
someone plan try car,3,a,762,4
luxury sporty,0,a,763,2
disappointed hear would like help kindly provide car chassis number contact information via help relevant team connect assistance,3,a,764,18
vehicle manufacturing defect engine defect stop speed every move road complaint receive authorize dealer auto sale agra,3,a,765,17
loyalist bought zest year back find hard find battery,3,a,766,9
fuse shin red light mean circuit still short could cause lexus,4,a,767,11
come equip android auto feature support google voice assistant accept command regard vehicle navigation music stream phone call message readout,3,a,768,20
disappointed hear hope concern get resolve soon get back need assistance glad help,3,a,769,13
finally solve problem thanks motor team,3,a,770,6
lifelong honda owner look possibly try something new best,0,a,772,9
much cost tow help,2,a,773,4
let check car somewhere,2,a,774,4
chrysler blowing air passenger vent,4,a,775,5
ford focus clutch relay fuse blow soon turn,4,a,777,8
congratulation first rat indian really proud club safe,3,a,778,8
road assistance tow,3,a,779,3
ultra comfortable seat ease drive great cabin comfort keep driver ready mode additionally massive fuel tank enables faster delivery,3,a,780,19
glad hear concern resolve get back assistance would happy help,3,a,782,10
best rotary engine,4,a,784,3
yes also write mail company secretary till date nobody come reply back,3,a,785,12
bought new stereo wire way different hook,4,a,787,7
car paint peel pretty bad wash without make bad use stop continue peel,4,a,788,13
detail get reference please tell whether amount charge justified delay process part,3,a,789,12
assistance get test drive,1,a,793,4
respond concern via kindly check acknowledge,3,a,794,6
car manufacture last year offer low price compare late manufacture,0,a,795,10
thanks address issue priority,3,a,797,4
bad book experience customer false commitment false promise harassment complaint need new car help cancel book,3,a,798,16
july see much team concerned issue make false promise since purchase vehicle sale personal commit give coat deal package even misguide,3,a,799,21
disappointed hear would like help please elaborate concern also share contact information car chassis number dealer detail via well assist concern,3,a,800,21
low transmission fluid worry,4,a,802,4
iqbal never want customer experience please share contact detail vehicle model via team connect assist,3,a,803,15
well one model company fit automatic gear shift,3,a,804,8
disappointed know experience please share dealer detail team quickly connect address concern,3,a,805,12
door actuator malfunction,4,a,806,3
romeo suddenly lose power seem fine,4,a,807,6
question custom exhaust idea,4,a,808,4
look car good gas reliable easy repair around around canadian willing,0,a,809,11
anyone ear listen customer,3,a,810,4
need insured test drive car,1,a,812,5
thank write per certification petrol engine give mileage diesel engine give get back need assistance glad help,3,a,813,17
need vehicle key substitution,2,a,814,4
expect automatic,3,a,815,2
white smoke come mazda accelerate floor car,4,a,816,7
team try contact provide number however call busy request share alternate contact number prefer time call soon get touch assist,3,a,817,20
help kindly share referral contact detail vehicle model dealership information via team connect quicker assistance,3,a,818,15
look reliable use crossover,0,a,819,4
remodel car loose warranty free service,1,a,820,6
would react different terrain specifically indian road,1,a,821,7
glad hear customer like share picture video drive would happy see,3,a,822,11
minimum payment option,1,a,823,3
riddle amp test knowledge click know,3,a,824,6
thank write suggest visit near motor dealership get best guidance per query locate near dealer please click link,3,a,826,18
trust concern raise address satisfaction get back need assistance glad help,3,a,827,11
get demo vehicle test drive,1,a,828,5
please launch best family sedan decade,3,a,829,6
hello try reach number provide response request provide alternate contact number team contact,3,a,830,13
india country unsparing seasonal variation climate natural business able withstand change truck built perform maximum capacity matter extreme weather,3,a,831,19
suburban gush power steer fluid,4,a,832,5
let know anything else need assistance would happy help,3,a,833,9
spread joy freedom path stardom wish,3,a,834,6
service safari thanks lot improve service overall experience special thanks motor motor,3,a,835,12
certainly safari amp certainly recommend yet recently test drive drive good due jerking issue report via twitter robotic response receive update still doubt,3,a,836,23
someone feel safe check indian safest car may need ride,3,a,837,10
buying business,0,a,838,2
bought march car broke service found battery dead told battery warranty month replace count warranty manufacturer date sale date,3,a,840,19
strong family thanks love amp support huge celebration due exclusively owner july stay tune,3,a,841,14
need assistance,2,a,842,2
definitely want customer experience kindly share contact number book detail via team contact make experience well,3,a,843,16
worth change brake pad,4,a,844,4
need recommendation first car,0,a,845,4
golf door,4,a,846,2
warranty like,0,a,847,2
cabin ultra design keep safety practical need mind come wider comfortable seat seat belt standard,3,a,848,15
control within reach,0,a,849,3
run economy mode week old give average increase city drive,3,a,851,10
alternatively also share car chassis number contact detail car model dealer information via team connect help requirement,3,a,852,17
please improve customer service specially even day unable provide car part,3,a,853,11
fix low gear reverse neutral high car shaky civic auto,4,a,854,10
get lug nut without key flat replace,4,a,855,7
many sell till,0,a,857,3
find way find new breather hose,4,a,858,6
dear person reply tweet prof mention even understand write management visit workshop old vehicle repair incognito see fun,3,a,860,18
really appreciate valuable feedback share team also customer service satisfaction utmost importance,3,a,861,12
common problem car service department encounter,1,a,863,6
send detail via one concern since read customer issue also resolve comment revert happen really interested waste time,3,a,864,18
good first car,0,a,865,3
kick day drive long excite drive travel daunt pa,3,a,866,9
horrible car like vehicle friend recently ordeal brand new car stop bang middle highway face hour ordeal come think several year yet upgrade car,3,a,867,24
surprised one fine vehicle ever make glad see public appreciation reflect number,3,a,868,12
vehicle tire puncture need supplant tire,2,a,869,6
point rout complaint service provider,3,a,870,5
sir hui reply karo customer happy sad,3,a,871,7
first car purchase,0,a,872,3
concerned hear respond concern via rest assure team contact soon assist,3,a,873,11
thanks solve issue car really appreciate effort people showroom helpful may take new height,3,a,874,14
soul brotherhood set raise adventure game next level drive conquer roof world july click link,3,a,875,15
advantage par ace zip gold speed,3,a,876,6
increase ride comfort without dramatically reduce handle discussion,4,a,877,8
alternatively also share contact information location detail via representative get touch answer query arrange test drive experience india safest car,3,a,878,20
model met accident june next day left car repair promise receive car within day get car june,3,a,879,17
accidentally put antifreeze radiator instead drive minute shop,4,a,880,8
late technology car,1,a,882,3
thank bring notice take feedback share relevant team look,3,a,884,9
variant fully load expensive mon something void automatic,3,a,885,8
dear bought assam one year service center motor close near service center around far state fault believe brand kindly something,3,a,886,20
concerned hear problem face would like help please share contact number dealership detail via relevant team assist soon,3,a,887,18
definitely experience want please share contact number via quickly get touch address concern assist,3,a,889,14
thank assurance able recommend body due reason wait connection,3,a,890,9
bus design provide maximum comfort ensure absolute safety young passenger board special child care safety feature ensure child enjoys comfortable ride school back,3,a,891,23
sincerely apologize inconvenience cause kindly share contact number car chassis number vehicle model dealer detail via help connect assistance,3,a,892,19
cross successfully year bolt petrol thank motor improve service network,3,a,893,10
dear motor loyalty customer brand car vista model use personal back beam broken really pathetic quality though steel plant really feel,2,a,894,21
would really like know wrong please elaborate concern via well assist concern,3,a,896,12
surely help please share referral contact detail vehicle model dealership information via team connect quicker assistance,3,a,898,16
contact take vehicle back change engine please replace vehicle legal process,3,a,899,11
restore hood new paint necessary thanks,4,a,900,6
would definitely help please share contact detail car chassis number amp dealer information via connect help,3,a,901,16
come sunroof per company policy cannot disclose information pertain future product feature,3,a,902,12
bmw series mile,0,a,903,3
problem today morning car best park road,3,a,904,7
trip plan,3,a,905,2
sir vehicle din complaint din mil call complaint number,3,a,906,9
family across india family amp friend stay tune know,3,a,908,9
sell car without issue invoice personnel make payment invoice receive free popcorn multiplex due bad book experience cancel book,3,a,909,19
without know concern able assist request elaborate via would glad help,3,a,910,11
drive well enjoy night monsoon venture midnight adventure head,3,a,911,9
engine load body,3,a,913,3
team need help,3,a,914,3
chevrolet scottsdale grind make sharp right turn sound like come front passenger side would cause,4,a,915,15
visit near motor dealership confusion able assist well locate near dealer please click link,3,a,916,14
get mail address put issue company,3,a,917,6
buying first car sure pick base need budget,0,a,918,8
raja currently scale model available place order build amp book option website get back assistance would glad help,3,a,919,18
bought knew feature amp car sale person wonder customer happy buy car sale person confident,3,a,920,15
bad experience please rethink buy car layout bangalore several complaint support till month late complaint,3,a,922,15
help get test drive,1,a,923,4
city drive span journey celebrate life truly join,3,a,924,8
dishearten hear request share contact detail car chassis number dealer information via help get touch address concern early,3,a,925,18
ground clearance ensures ply even inclement weather area mild moderate suitable indian road condition,3,a,926,14
today broke trust give priority way guy handel customer run money payment car car time,3,a,927,15
concerned hear problem face would like help please share contact detail vehicle chassis number via relevant team assist soon,3,a,928,19
referral program failure book vehicle reference colleague amp month amp service approach still amazon voucher still pending true showroom gimmick,3,a,929,20
new use car range,0,a,930,4
honda accord crankshaft position bad oil consumption,4,a,932,7
completely understand frustration would like help please share contact information location detail via help relevant team get touch address concern,3,a,933,20
alternatively share contact number location detail via relevant team assist,3,a,934,10
kindly stay tune website social medium handle late update,3,a,935,9
thing never improve day call test drive instead regularly follow every time like sir book executive sometime neither phone representative come,3,a,936,21
buy back value car,1,a,937,4
accept exchange offer car company,1,a,938,5
guy try reach local dealer buying test ride seem unreachable city pin could help,3,a,939,14
start search manual hatchback car knowledge information know consider option,0,a,940,10
sir time open book sir also time add feature dual engine option smart connectivity power rival know tough add due market condition,3,a,941,22
sure piece call half,4,a,942,4
let know require assistance happy help,3,a,943,6
auto service dam mara rupee ganglion,3,a,944,6
dear friend give motor service service vehicle mileage show average per fuel tank lid dent service way service complain entertain,3,a,946,20
disappointed know experience please share contact information vehicle chassis number via team connect quicker assistance,3,a,947,15
din time direct claim center number claim customer care wale,3,a,948,10
suggestion really help make necessary improvement product amp service thank share valuable feedback let know anything specific need assistance would happy help,3,a,949,22
year old flood rain water irony guy know water enter instance last month,3,a,950,13
high altitude high attitude valley,3,a,951,5
regret inconvenience cause definitely help kindly share contact detail car chassis number dealer information via help relevant team connect assist,3,a,952,20
plus petrol model sometimes appear disappear two month old car problem come first month,3,a,953,14
vicky thank share detail however also require contact number help get touch quickly address concern,3,a,954,15
thank write without request detail would unable resolve friend concern please share contact number friend via relevant team get touch friend address early,3,a,955,23
would really like help forward detail team soon connect assist,3,a,956,10
really impressed service provide auto buying car dealer serve well near dealer fail nice presentation,3,a,957,15
tell near dealership residence address visit see model available showroom timing contact number,1,a,958,13
definitely experience want please share contact number vehicle model dealer information via quickly get touch address concern,3,a,960,17
interior upgraded,1,a,961,2
many people face problem give vehicle service city service center far kindly another service center south soon possible,3,a,964,18
idle issue knock issue weird rev issue see end video mini countryman,4,a,966,12
thank elaborate concern highlight concern relevant team rest assure connect soon resolve early,3,a,967,13
beating puzzle riddle click know feature,3,a,968,6
please share referral vehicle model contact information vehicle chassis number dealership detail via team assist soon,3,a,969,16
disappointed hear would like help kindly provide car chassis number contact information dealer detail via help relevant team contact assistance,3,a,970,20
something vehicle discover till week ownership,0,a,971,6
comparison model feature price,0,a,972,4
never want customer experience please share car model contact detail car chassis number via team connect assist,3,a,973,17
color option,0,a,974,2
cadillac start problem,4,a,975,3
team sent detail hop issue resolve soon thanks,3,a,976,8
happens test drive,1,a,977,3
much mail request people respond company situation feel shame purchase product buy vehicle motor kashmir,3,a,978,15
best sedan purchase,0,a,979,3
max speed car,1,a,980,3
license plate issue still intricate art,4,a,981,6
motor must build another model like captain seat third row seat bumper,3,a,982,12
dealer principal motor speaks think range ideal product introduce motor serf great purpose customer,3,a,983,14
first aid kit bus come essential medical supply take care minor cut bruise small injury come way child fun time,3,a,984,20
subaru forester light issue,4,a,985,4
jasper suggest visit near motor dealership get best guidance per query locate near dealer please click link,3,a,986,17
old test drive vehicle,1,a,987,4
yes actual model,0,a,988,3
car burning oil,4,a,989,3
leave cargo trailer hitch overnight,4,a,990,5
thank share detail however would also need dealer information relevant team get touch early,3,a,991,14
without request detail would unable forward concern relevant team assistance,3,a,992,10
concorde motor unable dispatch money since june incidence tracked take due note scanner,3,a,993,13
contact chassis number mat,3,a,994,4
inner front tire wear aggressively,4,a,995,5
disappointed hear would like help kindly provide contact detail car chassis number dealer information via help relevant team connect assistance,3,a,996,20
year car amp service surat worst car three time year till amp get response way serf,3,a,997,16
good morning sir franchise motor motor harass buyer car heed give customer problem two month purchase new give registration number,3,a,998,20
decide use mustang mileage year,0,a,999,5
please discontinue like car please downgrade price specious launch small version compete really hop,3,a,1000,14
team try contact provide number however call unanswered request share alternate contact number prefer time call soon get touch assist,3,a,1001,20
receive detail via forward team soon connect assist,3,a,1002,8
would really like know anything assist please explain query detail via would happy help,3,a,1003,14
anyone please suggest good hatchback automatic car,3,a,1004,7
face poor pathetic service distributor auto lucknow car met accident singh work body shop auto misbehave poorly say steal part know,3,a,1005,21
purchase may breakdown within month,3,a,1006,5
transmission break move car,2,a,1007,4
learn trust brand blindly presently service horrible service even wash car property service station like haunt place previously beat grand well term service,3,a,1008,23
would react different terrain specifically indian road,0,a,1009,7
dear sir truck company life far bad service company claim last month yet response give company,3,a,1010,16
fog light,0,a,1011,2
cry car listen friend suggest buy vehicle cry see charge green,3,a,1012,11
delighted announce lucknow team executive non executive category collectively bag award india creativity summit delhi,3,a,1013,15
motor distributor mess ask part available since month even order others ask advance deposit order happen turn third one open suggest,3,a,1014,21
surely get checked kindly provide car chassis number contact information dealer detail via help relevant team connect assistance,3,a,1015,18
stupidly add coolant car,4,a,1016,4
know something thing need help honda mile,4,a,1017,7
something today cause oil leak puddle try figure could source damage info comment,4,a,1018,13
please take matter advice fear car engine faulty,3,a,1020,8
lucky sincerely apologize inconvenience cause rest assure team diligently work get back update soon,3,a,1021,14
thanks issue resolve last complain work much well,3,a,1022,8
concerned hear problem face like help please share contact information dealership detail vehicle chassis number relevant team assist soon,3,a,1023,19
honda dealer oil change ask need replace tire sure need replace right,4,a,1024,12
vehicle total,2,a,1025,2
togetherness year,3,a,1026,2
use good year anymore car decent enough experience service center nightmare even write customer care help every one attitude everyone amp everything,3,a,1027,22
repair plan future repair initial investment,1,a,1028,6
subaru remove dash disconnect wire speed sensor neutral switch work starter solenoid code show engine light flash,4,a,1029,17
would like know concern kindly vehicle variant amp contact detail forward concern relevant team,3,a,1032,14
make need assistance get resolve get vehicle thoroughly check address issue thanks,3,a,1033,12
make contact number,3,a,1034,3
would really like help kindly elaborate concern also provide contact information vehicle model dealer detail via relevant team contact assistance,3,a,1035,20
expect standard revert every reply either phone twitter email reaffirms decision customer,3,a,1036,12
insurance claim body shop work without personal request prior intimation would take day prior intimation personal request continuous follow get week commitment day customer care,3,a,1037,25
squeal belt solve replace alternator belt,4,a,1038,6
vehicle quit work,2,a,1039,3
chandra would really like help kindly elaborate concern also provide vehicle model contact information car chassis number dealer detail via relevant team contact assistance,3,a,1040,24
kid love move around play bus let enjoy every moment spend travel provide collapsible handle behind every seat hold onto case sudden turn halt jerk,3,a,1041,25
mix old gas oil oil recycle,4,a,1042,6
would really like know wrong please elaborate concern also share contact information vehicle chassis number dealer detail via well assist concern,3,a,1043,21
require assistance feel free connect definitely assist,3,a,1044,7
would like know concern kindly vehicle variant amp location forward concern relevant team,3,a,1045,13
whine squeak front wheel make turn left right,4,a,1046,8
okay good question depend pocket resource,1,a,1047,6
congratulation achieve production landmark game compact month standout performance even depressed market,3,a,1048,12
chassis number handy,3,a,1050,3
get back need assistance glad help,3,a,1051,6
repair plan future repair initial investment,0,a,1052,6
issue people loose faith brand help escalate level lucky brother issue like irrespective brand trust guy excellent,3,a,1054,17
type engine oil decent peugeot even,4,a,1055,6
please fix customer complaint work suggestion tough road ahead due foreign player,3,a,1056,12
trust customer extremely important rest assure team resolve friend concern early meanwhile feel free connect back assistance require would happy help,3,a,1057,21
would immense pleasure see come true would love part group well initiate one let know,3,a,1058,15
bad service service able solve problem even third service please look every time ask problem service able solve problem ask problem,3,a,1059,21
car purchase,0,a,1060,2
severe grind noise reverse brake,4,a,1061,5
need help diagnose possible electrical issue fluctuate ever slightly briefly uphill dodge neon automatic,4,a,1062,14
vision electric car launch september,3,a,1063,5
driven crew set spread awareness tiger conservation across country day proud part cause stay tune update expedition,3,a,1064,17
sir want job motor lucknow please provide detail,3,a,1065,8
need help diagnose problem,4,a,1066,4
sir get one text message regard motor fake true,3,a,1067,9
side step clutch clapped old ford,4,a,1068,6
per company policy comment future product strategy company however continue sell across country recently launch new edition well receive customer,3,a,1070,20
alternatively share contact number location detail team connect assist requirement,3,a,1071,10
service station equip handle mechanical electrical paint job need stop shop provide solution issue,1,a,1072,14
many time need tell interested stop send even opt interested keep send stop immediately,3,a,1073,14
recommendation use car know affordable high,4,a,1074,6
look like engine heat,2,a,1075,4
idle really rough second,2,a,1076,4
insurance zero depreciation type available nowadays manufacturer give free new car,1,a,1077,11
riddle light mind click know,3,a,1079,5
buy girlfriend runner,0,a,1081,3
face coolant pipe leakage issue brand new car since post social medium multiple people around country call also face problem know issue recall batch,3,a,1082,24
company cover part warranty company boldly highlight part warranty,1,a,1084,9
hope top brand disappoint customer,3,a,1085,5
dear please exist owner rear vent cruise control amp rear fog light,3,a,1086,12
look recently purchase sheet metal roof spring look sheet thin one press hard something fall get deform checked kept showroom every issue,3,a,1087,22
look fast crossover,0,a,1088,3
really want help please share contact detail help relevant team get touch resolve concern,3,a,1089,14
please update sunroof disc brake wheel degree camera tyre pressure monitor power adjustable driver seat front sensor power tailgate want change car,3,a,1090,22
would like well understand concern kindly elaborate via would glad help,3,a,1091,11
delighted customer join celebration many come,3,a,1093,6
sincerely apologize inconvenience cause kindly share contact detail car chassis number dealer information vehicle model via help get touch address concern,3,a,1094,21
kid around one extra careful stop switch provide stanchion rod near door use immediately alert driver halt case emergency,3,a,1095,19
hell kind lock lug shop work anything like need rotate tire bought car mention lock provide found receipt emergency lock lug remover apparently work,4,a,1096,24
normal rear pad rotor replacement maximum,4,a,1097,6
cheapest model year truck mile one buy,0,a,1098,7
motor east mumbai maharashtra india,3,a,1099,5
please help,3,a,1101,2
take mighty day drive brotherhood make way beautiful mountain town,3,a,1102,10
auto expert would much like buy car sure quality indian afford fact long run indigo completely spoil brand equity,3,a,1103,19
receive concern via facebook respond request check acknowledge,3,a,1104,8
new day new adventure come,3,a,1105,5
vehicle detail vehicle model chassis mat engine owner name speed transport year,3,a,1106,12
option segment model compete weigh feature price band,1,a,1107,8
would interested buying car,1,a,1108,4
replace radiator hose engine side look little pock marked anything worry,4,a,1109,11
sincerely apologize inconvenience cause kindly share contact detail car model location information via help get touch address concern,3,a,1110,18
kenya web connector responsive,3,a,1111,4
glad like stay tune website social medium handle get late update,3,a,1112,11
dealer near home provide sale service list nearby dealership share,1,a,1113,10
poor quality tyre use motor make response limited vehicle,3,a,1114,9
agree totally brand new stop traffic clutch problem climate control work housing project even bad stick salt seek immediate new car,3,a,1115,21
regret inconvenience face forward concern relevant team soon contact assist,3,a,1117,10
post sale service pathetic,3,a,1118,4
truly appreciate interest stay tune website social medium handle information,3,a,1119,10
considerate solution team regard issue follow back retain customer address service issue service team plus take car particular feature remove without intimation,3,a,1120,22
shane apologize experience share valuable input relevant team rest assure customer service satisfaction utmost importance hope board motor family soon,3,a,1121,20
know improve quality facing rain look light condition face moisture problem light quality,3,a,1124,13
definitely experience want please share car model contact detail vehicle chassis number dealer information via quickly get touch address concern,3,a,1125,20
beautiful par excellence right,3,a,1127,4
college student look buy car,0,a,1128,5
dealer provide registration number bought may help even complaint shall keep car park temporary number valid till day bear fine treat customer pathetic,3,a,1129,23
engine overheat stall,2,a,1130,3
number individual sit vehicle test drive,1,a,1131,6
get away resurface rotor,4,a,1132,4
way indian indigenous brand motor provide service,3,a,1134,7
respect sir purchase school bus year march paid last amp final installment vehicle motor office still receipt due robbery office staff amount could settle,3,a,1135,24
wrong commitment misbehave sale executive new purchase car,3,a,1136,8
thank much news make proud owner safety first,3,a,1137,8
kindly share contact detail car chassis number amp dealer information via help relevant team connect assist,3,a,1138,16
fake job letter aware issue duly report,3,a,1139,7
always awesome car please brings new feature model like push button start entry daytime run light last please change old school lock system look pretty cheap car look awesome outside look cheap inside,3,a,1140,33
read loss quarter start respect customer stop loss one unhappy customer since curse company daily,3,a,1142,15
bonny apple soon available variant instal software update really appreciate patience meantime,3,a,1143,12
best auto shop,4,a,1144,3
battery dead work,2,a,1145,3
mom figure probably time brake pad change almost year,4,a,1146,9
hearing weird noise car past week sound like rod oil level fine occurs cold start idea toyota inline,4,a,1147,18
need drive permit test drive vehicle,1,a,1148,6
poor service motor service service tell problem common car solve produce car problem,3,a,1149,13
service helpline reachable change bumper sensor socket round square due car lie service center week kind customer satisfaction talk,3,a,1150,19
sir name khan sir maine mil settlement sir,3,a,1151,8
golden celebration avail golden offer ace like rate interest attractive exchange offer free personal health insurance along hospital benefit,3,a,1152,19
buy back old car loyalty discount bring old car company company tie dealership finance finance company bank also please check tie bank salary account bank,1,a,1153,25
oil change audi,4,a,1154,3
thank share detail however also require dealer detail relevant team connect assist,3,a,1155,12
truly want customer experience please share contact information vehicle chassis number via team connect quicker assistance,3,a,1156,16
sorry sir come soon help,2,a,1157,5
showcased impressive feature bold stance delhi highlight event,3,a,1158,8
really delighted see love car stay tune website social medium handle information,3,a,1160,12
height roof car,0,a,1161,3
left rear signal light turn,4,a,1162,5
take responsibility family start work really early age thus begin journey,3,a,1163,11
suspension good enough rid,1,a,1164,4
kid love play rain muddy shoe dirty sol often prone slip fall anti skid floor bus provide extra grip prevent fall reduce chance injury,3,a,1165,24
sir car number sir car rust problem car purchase peer concord september sir car look rusty month help sir,3,a,1166,19
get update newer front end sun roof new seat trim different alloy refresh wonderful car set chart fire,3,a,1167,18
scrap tire replace could still drive little longer force sport,4,a,1168,10
vishnu share issue concerned team contact priority,3,a,1169,7
eagerly wait could really game futuristic design look forward,3,a,1170,9
welcome glad hear concern resolve get back require future assistance amp glad help,3,a,1171,13
